Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results,Violations,Latitude,Longitude,Location
2079045,BRASERITOS RESTAURANT INC.,BRASERITOS BUFFET &  RESTAURANT,2550985,Restaurant,Risk 1 (High),4107 W NORTH AVE ,CHICAGO,IL,60639,8/25/2017,License,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: OBSERVED IMPROPER TEMPERATURE OF 3- DOOR REACH IN COOLER AT 48.6F WITH POTENTIALLY HAZARDOUS FOODS STORED INSIDE.MUST HAVE COLD HOLDING UNIT AT 40.0F OR BELOW.A HELD FOR INSPECTION TAG PLACED ON UNIT.ONCE REPAIRED FAX LETTER TO (312)746-4240 WHEN READY.(CRITICAL 7-38-005A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED IMPROPER TEMPERATURES OF POTENTIALLY HAZARDOUS FOODS STORED INSIDE 3- DOOR REACH IN COOLER SUCH AS 4LBS. COOKED CHICKEN 44.3F-44.9F,10LBS. EGG SALSA 47.0F,2LBS. COOKED BEANS 45.6F,5.5LBS MOLE 46.9F-48.0F,3LBS.BLACK BEANS 47.2F,7.5LBS. CHICKEN STOCK 45.6F-47.3F,8LBS. GREEN PORK SAUCE 49.7F,2.5 LBS. COOKED CHIRIZO 46.7F-48.5F,4LBS. COOKED GRAVY 45.1F,3GALLONS LAMB STOCK 44.5F,1.5LBS. SHREEDED CHICKEN 50.6F,2LBS. GABANZO BEANS 48.0F,1LB. GREEN CHICKEN 47.4F,40LBS. RED & GREEN SALSA 46.1F-48.8F.WITH COOKED DATES RANGING FROM 8/21- 8/24.PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE COLD FOODS AT 40.0F OR BELOW.APPX.87LBS. $93.55(CRITICAL 7-38-005A) | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED NO HAND SINK WITH HOT AND COLD RUNNING WATER IN DISH WASHING AREA FOR HAND WASHING.MUST INSTALL HAND SINK AND MAINTAIN.(NO CITATION ISSUED) | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: MUST PROVIDE SOAP AND TOWELS AT HAND SINK THAT WILL BE INSTALLED IN DISH WASHING AREA.(NO CITATION ISSUED) | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: MUST INVERT MULTIUSE UTENSILS ON DISH STORAGE SHELVES. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REMOVE OVER SIZED POTS THAT CAN'T BE SUBMERGED IN 3- COMP SINK .MUST PROVIDE A DRAIN BOARD AT 3- COMPARTMENT SINK,SPLASH GUARD IN BETWEEN HAND SINK AND PREP TABLE IN MAIN KITCHEN.MUST REPAIR OR REPLACE LOOSE SPLASH GUARDS AT FRONT PREP AREA HAND SINK,LOOSE DOOR GASKETS ON 3- DOOR REACH IN COOLER. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN GREASE AND FOOD DEBRIS FROM FRYER CABINETS,WHEEL BASES OF COOKING EQUIPMENT,GRILL TABLE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REPAIR OR REPLACE DAMAGED FLOOR TILES IN DISH WASHING AREA.MUST CLEAN GREASE FROM FLOOR UNDER COOKING EQUIPMENT | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST SEAL GAPS IN LOWER WALL UNDER 3- COMP SINK & MOP SINK.MUST REPAIR OR REPLACE STAINED CEILING TILES IN DINING AREAS AND WOMEN'S TOILET ROOM,OPENINGS AROUND PIPES AND WIRES LEADING INTO WALLS AND CEILINGS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR OR REPLACE LEAKY PIPE AT 3- COMP SINK.MUST PROVIDE A BACK FLOW DEVICE ON MOP SINK AND 1- MORE SINK STOPPER FOR 3- COMP SINK.",41.90973595,-87.72927347,"(41.90973594998965, -87.72927346612649)"
2079038,NARYS GRILL & PIZZA,NARYS GRILL & PIZZA,72128,Restaurant,Risk 1 (High),4230 S ARCHER AVE ,CHICAGO,IL,60632,8/25/2017,Canvass,Out of Business,,41.81659663,-87.70039261,"(41.81659663170266, -87.70039260516799)"
2079035,NANDO'S PERI-PERI,NANDO'S PERI-PERI,2535661,Restaurant,Risk 3 (Low),117 E LAKE ST ,CHICAGO,IL,60601,8/25/2017,License,Pass,,41.88565513,-87.62399988,"(41.88565513189689, -87.62399987533252)"
2079034,ONE STOP FOOD MARKET,ONE STOP FOOD MARKET,2304626,Grocery Store,Risk 2 (Medium),8222 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,8/25/2017,Canvass Re-Inspection,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD NOT PROTECTED DURING STORAGE, FLY STRIPS WITH DEAD FLIES OVER FOOD PREP/MEAT PREP AREA. INSTD TO USE PROPER PEST CONTROL MEASURES. VIOLATION 7-38-005A SERIOUS | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments:  OVER 10 LIVE HOUSE FLIES AND 25 LIVE FRUIT FLIES NOTED IN MEAT PREP AREA. MICE DROPPINGS (OVER 100) NOTED ON THE FLOOR AND SHELVES IN REAR STORAGE AREAS, BASEMENT FLOOR, AND DISPLAY SHELVES. MUST REMOVE ALL FLIES, DROPPINGS, CLEAN AND SANITIZE ALL AFFECTED AREAS. CONTACT PEST CONTROL FOR SERVICE. FRONT DOOR NOT RODENT PROOF, APPROX 1/2 INCH GAP AT DOORS. INSTD TO RODENT PROOF SAME AND HAVE TIGHT FITTING. VIOLATION 7-38-020 SERIOUS | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA NOT MAINTAINED. EXTERIOR OF GREASE INTERCEPTOR ENRUSTED WITH GREASE. MUST CLEAN AND MAINTAIN. VIOLATION 7-38-020 SERIOUS. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: NO CHEMICAL TEST KIT ON SITE FOR SANITIZER FOR 3-COMPARTMENT SINK. VIOLATION 7-38-030 SERIOUS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: WALK IN FREEZER ENCRUSTED WITH ICE THROUGH OUT. WALK IN COOLER CONDENSOR LINE IN POOR REPAIR, LEAKING. INSTD TO REPAIR SAME. CUTTING BOARDS PITTED, WITH DEEP, DARK GROOVES, WORN BEYOND REPAIR. INSTD TO REPLACE AND MAINTAIN CUTTING BOARDS | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ALL FOOD AND NON FOOD CONTACT EQUIPMENT NOT CLEAN, EXCESSIVE DEBRIS: INTERIOR/EXTERIOR OF ALL COOLERS/FREEZERS, MICROWAVE, OVEN, FRYERS, STORAGE SHELVES, MEAT DISPLAY CASE, PREP TABLES, MEAT SAW, MEAT GRINDER, BASINS OF ALL SINKS. INSTD TO CLEAN AND MAINTAIN SAME. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  FLOORS THROUGH OUT NOT CLEAN, DEBRIS. INSTD TO CLEAN AND MAINTAIN AT ALL TIMES. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS AND LIGHTSHIELDS THROUGH OUT NOT CLEAN, DEBRIS, DEAD FLIES. INSTD TO CLEAN AND MAINTAIN.
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: EXTEME CLUTTER IN ALL STORAGE AREAS AND BASEMENT. INSTD TO REMOVE CLUTTER AND ORGANIZE AREAS.",41.74508023,-87.6052103,"(41.745080232401996, -87.6052102973626)"
2079031,JIBARITO'S Y MAS,JIBARITO'S Y MAS,2522235,Restaurant,Risk 1 (High),3400 W FULLERTON AVE ,CHICAGO,IL,60647,8/25/2017,License,Pass,"40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: STEM THERMOMETER NEEDED TO MONITOR FOOD TEMPERATURES. INSTRUCTED TO PROVIDE AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED A FEW ITEMS NOT ELEVATED 6INCHES OFF FLOOR IN REAR PREP AREA. MUST ELEVATE AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: EXPOSED HAND HASHING SINK IN REAR KITCHEN FOOD PREP AREA DRAINING SLOW. MUST REPAIR AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUSTY FOOD STORAGE SHELVING ON BASEMENT. MUST REPAINT AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED DIRT AND DEBRIS ON FOOR UNDERNEATH PALLETS ON BASEMENT. MUST CLEAN AND MAINTAIN.",41.9247696,-87.71216993,"(41.92476960356357, -87.71216993271977)"
2079030,NANDO'S PERI-PERI,NANDO'S PERI-PERI,2535660,Restaurant,Risk 1 (High),117 E LAKE ST ,CHICAGO,IL,60601,8/25/2017,License,Pass,,41.88565513,-87.62399988,"(41.88565513189689, -87.62399987533252)"
2079029,JUICE HOUSE,JUICE HOUSE,2488847,Restaurant,Risk 2 (Medium),1324 W 18TH ST ,CHICAGO,IL,60608,8/25/2017,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SPLASH GUARD NEEDED AT EXPOSED HANDWASH SINK NEXT TO PREP TABLE. SEAL RAW WOOD UNDER FRONT SERVICE COUNTER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR AT REAR STORAGE AREA NEEDS TO BE MADE SMOOTH AND EASILY CLEANABLE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS AT REAR STORAGE AREA NEEDS TO BE MADE SMOOTH AND EASILY CLEANABLE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE CLUTTER AT REAR STORAGE AREA CLOSET, ORGANIZE AND MAINTAIN AT ALL TIMES.",41.85800632,-87.66002192,"(41.85800631873855, -87.66002191544601)"
2079024,ORANGE ON ROSCOE,ORANGE ON ROSCOE,22936,Restaurant,Risk 1 (High),2011 W ROSCOE ST ,CHICAGO,IL,60618,8/25/2017,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: GRILL REACH IN COOLER AND 4-DOOR PREP REACH IN COOLER DOOR RUBBER GASKETS RIPPED. MUST REPAIR/REPLACE DAMAGED DOOR RUBBER GASKETS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED SLIGHT CALCIUM BUILD UP INSIDE ICE MACHINE UPPER PORTION. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN INTERIOR OF ICE MACHINE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACKFLOW PREVENTION DEVICE ON ICE MACHINE WATER LINE. INSTRUCTED MANAGER TO PROVIDE AND MAKE VISIBLE BACKFLOW PREVENTION DEVICE FOR ICE MACHINE.",41.94310223,-87.67892832,"(41.94310222783471, -87.67892832012319)"
2079022,FAIRPLAY FOODS,FAIRPLAY FOODS,10947,Grocery Store,Risk 1 (High),2323 W 111TH ST ,CHICAGO,IL,60643,8/25/2017,Complaint,Fail,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED INADEQUATE HAND WASHING FACILITIES AT EXPOSE HAND WASHING SINK IN SEAFOOD PREP AREA. HOT WATER HANDLE IN POOR REPAIR . UNABLE TO TURN HOT WATER ON FROM FAUCET HANDLE, ONLY UNDERNEATH SINK. MUST REPAIR.
CRITICAL VIOLATION 7-38-030 | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO VALID CITY OF CHICAGO FOOD SANITATION CERTIFICATE POSTED OR PERSON ON SITE WITH CITY OF CHICAGO FOOD SANITATION CERTIFICATE WHILE POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,( IE PREPING SALADS,  SLICING DELI MEATS,ETC). SERIOUS VIOLATION 7-38-012. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: STORAGE SHELVES IN DELI AND PRODUCE PREP NOT CLEAN OF DEBRIS. MUST CLEAN / MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED  SOME SHELVING  ON FLOORS  AREAS AND ALONG WALL AREAS IN BASEMENT STORAGE AREA. MUST PROPERLY ORGANIZE STORAGE. ANY THING NOT USING MUST REMOVE FROM PREMISES TO PREVENT A POTENTIAL PEST HARBORAGE AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAKY FAUCETS IN MEAT PREP AND SEAFOOD PREP AREA. MUST REPAIR BOTH.",41.6916792,-87.67977917,"(41.69167920403068, -87.67977917252558)"
2079020,STOP & SHOP,STOP & SHOP,2550687,Grocery Store,Risk 2 (Medium),2757-2759 W 71ST ST ,CHICAGO,IL,60629,8/25/2017,License,Pass,"40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED NO METAL STEM THERMOMETER FOR FOOD SECTION, INSTRUCTED TO PROVIDE.",41.76443263,-87.69287931,"(41.76443262619898, -87.69287931485714)"
2079101,THE PARTY ROOM,THE PARTY ROOM,2534843,Catering,Risk 1 (High),10232 S VINCENNES AVE ,CHICAGO,IL,60643,8/25/2017,License Re-Inspection,Not Ready,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: OBSERVED INADEQUATE COLD HOLDING FACILITIES FOR BUSINESS OPERATION. MUST PROVIDE ADDITIONAL COOLER THAT MAINTAINS 40.0F OR BELOW. CRITICAL VIOLATION 7-38-005A. NO CITATION | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: NO EXPOSED HAND WASHING SINK IN DISH WASHING AREA. MUST INSTALL. ALSO NO HOT WATER AT WASHROOM BY DISH WASHING AREA.MUST PROVIDE HOT WATER. CRITICAL VIOLATION 7-38-030 NO CITATION | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments:  NO PEST CONTROL CONTACT FROM PEST CONTROL COMPANY. MUST PROVIDE SERIOUS VIOLATION 7-38-020 NO CITATION | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO GREASE TRAP INSTALLED AT 3- COMP SINK.MUST INSTALL
",41.70767491,-87.65584841,"(41.70767490603119, -87.65584840757958)"
2079019,THE CHOPPING BLOCK,THE CHOPPING BLOCK,1358027,GROCERY STORE/COOKING SCHOOL,Risk 1 (High),4747 N LINCOLN AVE ,CHICAGO,IL,60625,8/25/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED RODENT MICE DROPPINGS APPROXIMATELY 40 IN CLUTTERED BASEMENT DRY STORAGE AREAS.INSTRUCTED MANAGEMENT TO DETAIL CLEAN AND SANITIZE ALL AFFECTED AREAS AND PEST CONTROL SERVICE IS NOW RECCOMENDED. SERIOUS VIOLATION 7-38-020.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED LOOSE FAUCET AT THE HANDSINK INSIDE THE 2ND FLOOR TOILET ROOM.INSTRUCTED TO REPAIR PLUMBING FAUCET AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: INSTRUCTED TO ELEVATE STOCK ITEMS STORED IN BASEMENT DRY STORAGE AREAS AT LEAST 6' INCHES OFF THE FLOOR/WALL FOR EASIER CLEANING AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLS AND IN ALL CORNERS THROUGHOUT THE BASEMENT DRY STORAGE AREAS AND CLOSETS REQUIRE A DETAIL CLEANING AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REMOVE DUSTS ACCUMULATIONS ON WALLS AND ON CEILING VENTILATION COVERS AT 2ND FLOOR KITCHEN AREAS AND MAINTAIN.
SEAL NOTICEABLE OPENINGS IN BASEMENT DRY STORAGE AREAS AROUND PLUMBING/ELECTRICAL PIPES AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN INTERIORS OF KITCHEN CABINETS,INTERIORS OF COOLERS,UPPER PANEL OF ICE MAKERS AND MAINTAIN.",41.96790068,-87.68794065,"(41.96790067768611, -87.68794065120797)"
2079017,DUNKIN DONUTS,DUNKIN DONUTS,56287,Restaurant,Risk 2 (Medium),6641 S CICERO AVE ,CHICAGO,IL,60638,8/25/2017,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: SHELF UNDER FRONT ICE BIN IN POOR REPAIR, WORN, CHIPPING SURFACE. INSTD TO REPAIR AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 3-COMPARTMENT SINK FAUCET LEAKING. REPAIR AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: UNNECESSARY ARTCLES IN 2ND TOILET ROOM. INSTD TO REMOVE ALL ARTICLES/STOCK AND HAVE FULLY ACCESSIBLE AT ALL TIMES.",41.7717351,-87.7419234,"(41.77173509866238, -87.74192339572537)"
2079015,JJ FISH & GROCERY INC.,JJ FISH & GROCERY,2341091,RESTAURANT/GROCERY STORE,Risk 2 (Medium),2759 W 71ST ST ,CHICAGO,IL,60629,8/25/2017,Canvass,Out of Business,,41.76443109,-87.69296412,"(41.764431087792644, -87.69296412238828)"
2079010,MANNY'S TACOS & BURRITOS,MANNY'S TACOS & BURRITOS,2550994,Restaurant,Risk 1 (High),11545 S MICHIGAN AVE ,CHICAGO,IL,60628,8/24/2017,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED
 | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: CORRECTED",41.68400844,-87.62055577,"(41.68400844171807, -87.62055576815645)"
2079009,BRASIL LEGAL,BRASIL LEGAL,2133719,Restaurant,Risk 1 (High),2161 N WESTERN AVE ,CHICAGO,IL,60647,8/24/2017,Canvass,No Entry,,41.92159254,-87.68739055,"(41.921592541606095, -87.68739054918353)"
2079008,FONDA DONA CHIO,FONDA DONA CHIO,2320941,Restaurant,Risk 1 (High),6906 N CLARK ST ,CHICAGO,IL,60626,8/24/2017,Canvass,Out of Business,,42.00678208,-87.6735975,"(42.00678208236227, -87.67359749944175)"
2079003,RIQUES COCINA MEXICANA,RIQUES COCINA MEXICANA,2373933,Restaurant,Risk 1 (High),5004 N SHERIDAN RD ,CHICAGO,IL,60640,8/24/2017,Canvass,Out of Business,,41.97347815,-87.65507959,"(41.973478149511195, -87.65507958945189)"
2079004,REDHOT RANCH,REDHOT RANCH,2008719,Restaurant,Risk 2 (Medium),2072 N WESTERN AVE ,CHICAGO,IL,60647,8/24/2017,Short Form Complaint,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: CORRECTED.",41.91969266,-87.68762594,"(41.91969265900209, -87.68762594025866)"
2078986,HANDCUT FOODS,LOYOLA UNIVERSITY,2550610,Restaurant,Risk 1 (High),1 E PEARSON ST ,CHICAGO,IL,60611,8/24/2017,License,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CHIPPED WALL BEHIND CLEAN UTENSILS RACK ABOVE 3-COMP SINK. INSTRUCTED TO INSTALL A DURABLE SMOOTH SURFACE.",41.89741139,-87.62815183,"(41.89741139011913, -87.6281518348007)"
2069896,BENIHANA,BENIHANA,2469247,Restaurant,Risk 1 (High),875 N MICHIGAN AVE ,CHICAGO,IL,60611,7/14/2017,License Re-Inspection,Pass,,41.89894854,-87.62397499,"(41.898948541729865, -87.62397498768968)"
2079002,OLAF'S CHILD DAYCARE CENTER INC.,OLAF'S CHILD DAYCARE CENTER,2512025,Children's Services Facility,Risk 1 (High),2328 W TOUHY AVE ,CHICAGO,IL,60645,8/24/2017,License Re-Inspection,Pass,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: VIOLATION CORRECTED.
SOAP AND PAPER TOWELS PROVIDED ON ALL WASH BOWLS | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED
OUTER OPENINGS PROTECTED FROM RODENT/INSECT ENTRY.PEST CONTROL LOG BOOK PROVIDED | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: VIOLATION CORRECTED
OWNERS  ENROLLED  TO SANITATION CLASS | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION CORRECTED
CHLORINE TEST KIT PROVIDED ON SITE | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: VIOLATION CORRECTED
NON-COMMERCIAL DISH MACHINE REMOVED FROM PREMISES.WILL USE THREE COMPARTMENT SINK | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OPENINGS AROUND PIPES UNDER THE CABINETS OF WASH BOWLS IN CLASS ROOMS.NEED TO SEAL SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT SURFACE.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: VIOLATION CORRECTED | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE A STEM THERMOMETER TO BE ABLE TO CHECK FOOD TEMPERATURE | 45. FOOD HANDLER REQUIREMENTS MET - Comments:  NO FOOD HANDLER CERTIFICATE PROVIDED ON SITE. INFORMATION GIVEN HOW TO OBTAIN CERTIFICATE",42.01237639,-87.68878622,"(42.012376388719055, -87.68878622218773)"
